,DDEC,EQeq,Qeq
0,1.553233,1.29700,1.16237
1,1.531071,1.29500,1.16237
2,1.553233,1.29600,1.16237
3,1.531071,1.31100,1.16237
4,1.553233,1.29600,1.16237
5,1.531071,1.31500,1.16237
6,1.553233,1.29600,1.16237
7,1.531071,1.31400,1.16237
8,1.553231,1.29600,1.16237
9,1.53107,1.31400,1.16237
10,1.553231,1.29500,1.16237
11,1.53107,1.31400,1.16237
12,1.553231,1.29600,1.16237
13,1.53107,1.32900,1.16237
14,1.553231,1.29700,1.16237
15,1.53107,1.31300,1.16237
16,1.515673,1.31300,1.16237
17,1.515673,1.32900,1.16237
18,1.515673,1.33000,1.16237
19,1.515673,1.33000,1.16237
20,0.964411,1.13500,0.76041
21,0.964373,1.13500,0.76041
22,0.964598,1.13500,0.76041
23,0.964411,1.13500,0.76041
24,0.964373,1.13600,0.76041
25,0.964598,1.13600,0.76041
26,0.978964,1.14800,0.786514
27,0.978934,1.14800,0.786514
28,0.978524,1.14700,0.786514
29,0.978965,1.14800,0.786514
30,0.978935,1.14800,0.786514
31,0.978524,1.14700,0.786514
32,0.998367,1.16400,0.81431
33,0.998243,1.16400,0.81431
34,0.997527,1.16400,0.81431
35,0.998367,1.16400,0.81431
36,0.998244,1.16400,0.81431
37,0.997528,1.16400,0.81431
38,1.012491,1.16600,0.817934
39,1.011696,1.16600,0.817934
40,1.011838,1.16600,0.817934
41,1.012491,1.16600,0.817934
42,1.011697,1.16600,0.817934
43,1.011838,1.16600,0.817934
44,1.021592,1.16700,0.822141
45,1.021716,1.16700,0.822141
46,1.021395,1.16600,0.822141
47,1.021592,1.16700,0.822141
48,1.021716,1.16700,0.822141
49,1.021395,1.16600,0.822141
50,1.04384,1.16800,0.825451
51,1.043592,1.16800,0.825451
52,1.043678,1.16700,0.825451
53,1.043841,1.16700,0.825451
54,1.043592,1.16700,0.825451
55,1.043678,1.16700,0.825451
56,1.180117,1.17200,0.835931
57,1.02772,1.15200,0.835931
58,1.181193,1.23700,0.835931
59,1.028005,1.11600,0.835931
60,1.180115,1.24000,0.835931
61,1.027714,1.11000,0.835931
62,1.18119,1.17200,0.835931
63,1.028002,1.14500,0.835931
64,1.242467,1.16000,0.835931
65,1.244581,1.14000,0.835931
66,1.027387,1.26600,0.938771
67,1.047194,1.21900,0.938771
68,1.027387,1.20700,0.938771
69,1.047195,1.19700,0.938771
70,1.027387,1.13100,0.938771
71,1.047194,1.21100,0.938771
72,1.027387,1.19000,0.938771
73,1.047195,1.23400,0.938771
74,1.082596,1.16000,0.938771
75,1.082596,1.12600,0.938771
76,1.093061,1.13100,0.938771
77,1.093061,1.17400,0.938771
78,0.975878,1.14900,0.74004
79,0.975878,1.15200,0.74004
80,0.975878,1.14700,0.74004
81,0.975878,1.15100,0.74004
82,-0.822748,1.12300,0.636834
83,-0.822748,1.08500,0.636834
84,0.441152,1.05500,0.60158
85,0.420595,1.05600,0.60158
86,0.428873,1.10500,0.60158
87,0.475146,1.10500,0.603362
88,0.487265,1.05400,0.603362
89,0.485576,1.05600,0.603362
90,0.435028,1.10400,0.602072
91,0.433848,1.05400,0.602072
92,0.442373,1.05600,0.602072
93,0.483791,1.10100,0.588927
94,0.483777,1.05000,0.588927
95,0.484014,1.05200,0.588927
96,0.505359,1.05000,0.586512
97,0.520243,1.05100,0.586512
98,0.518018,1.09800,0.586512
99,0.954306,1.10400,0.600514
100,0.95533,1.05400,0.600514
101,0.956354,1.05600,0.600514
102,1.272948,1.23300,0.990367
103,1.273088,1.20700,0.990367
104,1.273087,1.23000,0.990367
105,0.638838,1.00500,0.716076
106,0.638838,1.11100,0.716076
107,0.638838,1.10400,0.716076
108,0.638838,1.08500,0.716076
109,1.553021,1.31700,1.05303
110,1.576286,1.26600,1.05303
111,1.521492,1.21500,1.05303
112,1.555564,1.26700,1.05303
113,1.55302,1.31500,1.05303
114,1.576284,1.26400,1.05303
115,1.52149,1.21500,1.05303
116,1.555563,1.26600,1.05303
117,1.553019,1.31600,1.05303
118,1.576286,1.26500,1.05303
119,1.521488,1.21400,1.05303
120,1.555562,1.26600,1.05303
121,1.553018,1.31500,1.05303
122,1.576284,1.26400,1.05303
123,1.521487,1.21500,1.05303
124,1.555562,1.26600,1.05303
125,1.181346,1.29100,1.14839
126,1.181403,1.29100,1.14839
127,1.181142,1.29200,1.14839
128,1.181346,1.29200,1.14839
129,1.181402,1.29200,1.14839
130,1.181143,1.29200,1.14839
131,1.040291,1.21900,0.920086
132,1.055542,1.23700,0.920086
133,1.040291,1.19800,0.920086
134,1.055542,1.21000,0.920086
135,1.040288,1.17500,0.920086
136,1.055539,1.18300,0.920086
137,1.040288,1.19100,0.920086
138,1.055539,1.21100,0.920086
139,1.067847,1.13800,0.920086
140,1.067847,1.18500,0.920086
141,1.07788,1.10300,0.920086
142,1.07788,1.22000,0.920086
143,1.036674,1.23900,0.921866
144,1.050887,1.23000,0.921866
145,1.036674,1.19800,0.921866
146,1.050887,1.20900,0.921866
147,1.036674,1.15100,0.921866
148,1.050887,1.19200,0.921866
149,1.036674,1.19100,0.921866
150,1.050887,1.21200,0.921866
151,1.070351,1.13000,0.921866
152,1.070351,1.18500,0.921866
153,1.086707,1.09600,0.921866
154,1.086707,1.22200,0.921866
155,1.033089,1.21700,0.919952
156,1.055301,1.23600,0.919952
157,1.033088,1.19700,0.919952
158,1.055301,1.21000,0.919952
159,1.033088,1.17400,0.919952
160,1.055301,1.18400,0.919952
161,1.033088,1.19000,0.919952
162,1.055301,1.21200,0.919952
163,1.068645,1.12800,0.919952
164,1.068645,1.18200,0.919952
165,1.083723,1.09000,0.919952
166,1.083723,1.22000,0.919952
167,1.037831,1.22000,0.921212
168,1.055504,1.23700,0.921212
169,1.037831,1.19800,0.921212
170,1.055504,1.21000,0.921212
171,1.037832,1.17500,0.921212
172,1.055505,1.18400,0.921212
173,1.037832,1.19100,0.921212
174,1.055505,1.21200,0.921212
175,1.072652,1.12800,0.921212
176,1.072652,1.18200,0.921212
177,1.079935,1.09200,0.921212
178,1.079935,1.22100,0.921212
179,1.040734,1.25500,0.925654
180,1.053447,1.23300,0.925654
181,1.040734,1.20100,0.925654
182,1.053447,1.20800,0.925654
183,1.040733,1.13900,0.925654
184,1.053446,1.19100,0.925654
185,1.040733,1.19200,0.925654
186,1.053446,1.21500,0.925654
187,1.067785,1.10800,0.925654
188,1.067785,1.18600,0.925654
189,1.095796,1.07400,0.925654
190,1.095796,1.22400,0.925654
191,1.042657,1.25500,0.922332
192,1.048828,1.21300,0.922332
193,1.042657,1.20000,0.922332
194,1.048829,1.19000,0.922332
195,1.042657,1.14000,0.922332
196,1.048828,1.20700,0.922332
197,1.042657,1.19200,0.922332
198,1.048829,1.23100,0.922332
199,0.806151,1.10700,0.922332
200,0.806151,1.18500,0.922332
201,1.09791,1.07300,0.922332
202,1.09791,1.22400,0.922332
203,1.339616,0.96700,1.00577
204,1.339661,1.03700,1.00577
205,1.323475,1.12600,1.02275
206,1.324229,1.14200,1.02275
