,DDEC,EQeq,Qeq
0,1.561931,1.52000,1.57445
1,1.561517,1.51900,1.57445
2,1.5605,1.51900,1.57445
3,1.56193,1.52000,1.57445
4,1.561516,1.51900,1.57445
5,1.560499,1.51900,1.57445
6,1.552683,1.50200,1.36223
7,1.552683,1.50200,1.36223
8,1.552683,1.50400,1.36223
9,1.552683,1.50300,1.36223
10,1.557804,1.49800,1.33715
11,1.557355,1.50100,1.33715
12,1.55792,1.50200,1.33715
13,1.55792,1.50200,1.33715
14,1.518943,1.48400,1.1042
15,1.518942,1.47400,1.1042
16,1.518944,1.47000,1.1042
17,1.518943,1.47900,1.1042
18,1.604216,1.51200,1.49504
19,1.604216,1.51200,1.49504
20,1.604216,1.51200,1.49504
21,1.604216,1.51100,1.49504
22,1.602958,1.49600,1.30176
23,1.602956,1.49500,1.30176
24,1.603046,1.49600,1.30176
25,1.602943,1.49600,1.30176
26,1.624072,1.48400,1.25974
27,1.556436,1.50900,1.25974
28,1.615396,1.48200,1.25974
29,1.624065,1.48400,1.25974
30,1.556436,1.50900,1.25974
31,1.615378,1.48200,1.25974
32,1.624071,1.48400,1.25974
33,1.556435,1.50900,1.25974
34,1.615395,1.48200,1.25974
35,1.624064,1.48400,1.25974
36,1.556435,1.50900,1.25974
37,1.615377,1.48200,1.25974
38,1.615817,1.49600,1.29463
39,1.615817,1.49700,1.29463
40,1.615816,1.49600,1.29463
41,1.615816,1.49700,1.29463
42,1.626207,1.44900,1.32518
43,1.626207,1.43900,1.32518
44,1.608488,1.49200,1.26508
45,1.608488,1.49100,1.26508
46,1.608488,1.49300,1.26508
47,1.608488,1.49200,1.26508
48,1.611574,1.49300,1.27483
49,1.611574,1.49300,1.27483
50,1.611574,1.49400,1.27483
51,1.611574,1.49400,1.27483
52,1.56343,1.51500,1.32449
53,1.563435,1.48600,1.32449
54,1.730798,1.46900,1.32449
55,1.562171,1.50300,1.55296
56,1.562171,1.48400,1.55296
57,1.562171,1.51300,1.55296
58,1.562171,1.49400,1.55296
59,1.567702,1.50800,1.41979
60,1.567705,1.50800,1.41979
61,1.571131,1.50800,1.43657
62,1.571133,1.50800,1.43657
63,1.563345,1.50100,1.40741
64,1.563345,1.50200,1.40741
65,1.563345,1.50100,1.40741
66,1.563345,1.50200,1.40741
67,1.557989,1.51600,1.40741
68,1.557989,1.51600,1.40741
