,DDEC,EQeq,Qeq
0,-0.349088,-0.60300,-0.298312
1,-0.349088,-0.60300,-0.298312
2,-0.434427,-0.51500,-0.300872
3,-0.434425,-0.50700,-0.300872
4,-0.434427,-0.51500,-0.300872
5,-0.434427,-0.51500,-0.300872
6,-0.434428,-0.54200,-0.300872
7,-0.434426,-0.55400,-0.300872
8,-0.054319,-0.24800,-0.300872
9,-0.049097,-0.27700,-0.300872
10,-0.078022,-0.20900,-0.27138
11,-0.060941,-0.22600,-0.27138
12,-0.032661,-0.21800,-0.27138
13,-0.041688,-0.27000,-0.27138
14,-0.054318,-0.24800,-0.27138
15,-0.0491,-0.27700,-0.27138
16,-0.078023,-0.20800,-0.27138
17,-0.060942,-0.22600,-0.27138
18,-0.032661,-0.21800,-0.27138
19,-0.041687,-0.27000,-0.27138
20,-0.054319,-0.24800,-0.27138
21,-0.049097,-0.27700,-0.27138
22,-0.078022,-0.20900,-0.27138
23,-0.060941,-0.22600,-0.27138
24,-0.03266,-0.21800,-0.27138
25,-0.041688,-0.27000,-0.27138
26,-0.054318,-0.24800,-0.27138
27,-0.0491,-0.27700,-0.27138
28,-0.078022,-0.20800,-0.27138
29,-0.060942,-0.22600,-0.27138
30,-0.032661,-0.21800,-0.27138
31,-0.041686,-0.27000,-0.27138
