,DDEC,EQeq,Qeq
0,1.772427,2.00400,2.53738
1,1.772425,2.00400,2.53738
2,1.772425,2.00400,2.53738
3,1.772427,2.00400,2.53738
4,1.772427,2.00400,2.53738
5,1.772425,2.00400,2.53738
6,1.745658,1.97200,2.53738
7,1.74566,1.97200,2.53738
8,1.745663,1.97200,2.53738
9,1.631066,1.97400,2.79825
10,1.631066,1.87900,2.79825
11,1.631066,1.92700,2.79825
12,1.631066,1.92700,2.79825
13,1.667045,2.01700,2.79825
14,1.667045,1.92100,2.79825
15,1.667045,1.97000,2.79825
16,1.667045,1.97000,2.79825
17,1.576921,1.99700,2.54451
18,1.576234,1.99800,2.54451
19,1.577469,2.00000,2.54451
20,1.577408,2.00000,2.54451
21,1.42434,1.95700,2.49907
22,1.424373,1.94600,2.49907
23,1.424334,1.95500,2.49907
24,1.822371,1.97500,2.93417
25,1.822364,1.97100,2.93417
26,1.822387,2.04500,2.93417
27,1.822398,1.98000,2.93417
28,1.267082,1.85100,1.70879
29,1.267081,1.90700,1.70879
30,1.267082,1.90700,1.70879
31,1.267082,1.90800,1.70879
32,1.267081,1.88000,1.70879
33,1.267082,1.87900,1.70879
34,1.267082,1.93600,1.70879
35,1.267082,1.88000,1.70879
