,DDEC,EQeq,Qeq
0,0.178337,0.08100,0.0891589
1,0.182469,0.07200,0.0891589
2,0.178337,0.08200,0.0891589
3,0.182469,0.06700,0.0891589
4,0.178336,0.08000,0.0891589
5,0.182468,0.07000,0.0891589
6,0.178337,0.07700,0.0891589
7,0.182469,0.07200,0.0891589
8,-0.029734,0.02300,0.259394
9,-0.034483,0.02900,0.259394
10,-0.096649,0.00600,0.259394
11,-0.007856,0.02600,0.259394
12,1.437154,0.50600,0.259394
13,1.352922,0.49100,0.259394
14,1.375991,0.49700,0.259394
15,-0.029735,0.02300,0.259394
16,-0.034483,0.02900,0.259394
17,-0.09665,0.00600,0.259394
18,-0.007856,0.02600,0.259394
19,1.437154,0.50600,0.259394
20,1.352922,0.49100,0.259394
21,1.375991,0.49700,0.259394
22,1.609987,0.75000,0.660945
23,1.609987,0.75200,0.660945
24,1.609987,0.75000,0.660945
25,1.609987,0.75200,0.660945
26,0.04306,0.02300,0.0336562
27,0.099891,0.03600,0.0336562
28,0.04306,0.02300,0.0336562
29,0.09989,0.03600,0.0336562
30,0.04306,0.02300,0.0336562
31,0.09989,0.03600,0.0336562
32,0.04306,0.02300,0.0336562
33,0.09989,0.03600,0.0336562
34,1.619353,0.70800,0.667306
35,1.619353,0.70800,0.667306
36,1.619353,0.70700,0.667306
37,1.619353,0.70800,0.667306
38,1.619353,0.70800,0.667306
39,1.619353,0.70800,0.667306
40,1.619353,0.70700,0.667306
41,1.619353,0.70800,0.667306
42,-0.362334,-0.10900,-0.105177
43,-0.362334,-0.11000,-0.105177
44,-0.369997,-0.06000,-0.105177
45,-0.369997,-0.16100,-0.105177
46,-0.36644,-0.17300,-0.105177
47,-0.36644,-0.05000,-0.105177
48,-0.364087,-0.17400,-0.106793
49,-0.364087,-0.05200,-0.106793
50,-0.367072,-0.11000,-0.106793
51,-0.367072,-0.11200,-0.106793
52,-0.367863,-0.06200,-0.106793
53,-0.367863,-0.16300,-0.106793
54,-0.369316,-0.17300,-0.105992
55,-0.369316,-0.05100,-0.105992
56,-0.370791,-0.11000,-0.105992
57,-0.370791,-0.11100,-0.105992
58,-0.363832,-0.06100,-0.105992
59,-0.363832,-0.16200,-0.105992
60,-0.373347,-0.19100,-0.125138
61,-0.373347,-0.07300,-0.125138
62,-0.37697,-0.12700,-0.125138
63,-0.37697,-0.13200,-0.125138
64,-0.378768,-0.08100,-0.125138
65,-0.378768,-0.18100,-0.125138
66,-0.37464,-0.12500,-0.12231
67,-0.374641,-0.12900,-0.12231
68,-0.372255,-0.07900,-0.12231
69,-0.372255,-0.17700,-0.12231
70,-0.371455,-0.18800,-0.12231
71,-0.371455,-0.07000,-0.12231
72,-0.253058,-0.18100,-0.111991
73,-0.253058,-0.05900,-0.111991
74,-0.252125,-0.11600,-0.111991
75,-0.252125,-0.12000,-0.111991
76,-0.253935,-0.07000,-0.111991
77,-0.253936,-0.16900,-0.111991
78,1.385689,0.62900,0.599326
79,1.385689,0.61900,0.599326
80,1.30228,0.47600,0.469432
81,1.30228,0.47600,0.469432
82,1.30228,0.47600,0.469432
83,1.30228,0.47600,0.469432
84,1.30228,0.47600,0.469432
85,1.30228,0.47600,0.469432
86,1.30228,0.47600,0.469432
87,1.30228,0.47600,0.469432
88,0.083695,-0.01400,-0.0037782
89,0.083695,-0.01400,-0.0037782
90,0.083696,-0.01400,-0.0037782
91,0.083695,-0.01400,-0.0037782
92,-0.003291,-0.01600,-0.0325411
93,-0.003291,-0.02600,-0.0325411
94,-0.003292,-0.02200,-0.0325411
95,-0.003292,-0.05300,-0.0325411
96,-0.003291,0.00600,-0.0325411
97,-0.003291,-0.02600,-0.0325411
98,-0.003292,-0.03300,-0.0325411
99,-0.003292,-0.02300,-0.0325411
100,0.589874,0.35000,0.364705
101,0.589874,0.35300,0.364705
102,0.589874,0.35000,0.364705
103,0.589874,0.35300,0.364705
104,1.357549,0.51800,0.494601
105,1.357549,0.51800,0.494601
