,DDEC,EQeq,Qeq
0,-0.206448,-0.38200,-0.419509
1,-0.200994,-0.39000,-0.419509
2,-0.192106,-0.48800,-0.419509
3,-0.203453,-0.38200,-0.419509
4,-0.195208,-0.48900,-0.419509
5,-0.212844,-0.40400,-0.419509
6,-0.206448,-0.38200,-0.419509
7,-0.200994,-0.38700,-0.419509
8,-0.192106,-0.48800,-0.419509
9,-0.203453,-0.38200,-0.419509
10,-0.195208,-0.48800,-0.419509
11,-0.212846,-0.40000,-0.419509
12,-0.206448,-0.38200,-0.419509
13,-0.200995,-0.39000,-0.419509
14,-0.192106,-0.48800,-0.419509
15,-0.203452,-0.38200,-0.419509
16,-0.195208,-0.48900,-0.419509
17,-0.212845,-0.40400,-0.419509
18,-0.206448,-0.38200,-0.419509
19,-0.200995,-0.38700,-0.419509
20,-0.192106,-0.48800,-0.419509
21,-0.203452,-0.38200,-0.419509
22,-0.489999,-0.56700,-0.419509
23,-0.478761,-0.53700,-0.419509
24,-0.489999,-0.57400,-0.520822
25,-0.478761,-0.54800,-0.520822
26,-0.489999,-0.58000,-0.520822
27,-0.478761,-0.54500,-0.520822
28,-0.489999,-0.58100,-0.520822
29,-0.478761,-0.54400,-0.520822
30,-0.489999,-0.58000,-0.520822
31,-0.478761,-0.54500,-0.520822
32,-0.489999,-0.58100,-0.520822
33,-0.478761,-0.54400,-0.520822
34,-0.489999,-0.57900,-0.520822
35,-0.478761,-0.55600,-0.520822
36,-0.613446,-1.03200,-0.520822
37,-0.613446,-1.02500,-0.520822
38,-0.615494,-1.07300,-0.520822
39,-0.615494,-1.21700,-0.520822
40,-0.615494,-0.88300,-2.03568
41,-0.615494,-0.97900,-2.03568
42,-0.615494,-0.99800,-2.03568
43,-0.615494,-0.86500,-2.03568
44,-0.204995,-0.53100,-2.08543
45,-0.223282,-0.50700,-2.08543
46,-0.198306,-0.52300,-2.08543
47,-0.204995,-0.53100,-2.08543
48,-0.223282,-0.50700,-2.08543
49,-0.198306,-0.52300,-2.08543
50,-0.204995,-0.53100,-2.08543
51,-0.223282,-0.50700,-2.08543
52,-0.198306,-0.52300,-0.515901
53,-0.204995,-0.53100,-0.515901
54,-0.586247,-0.78800,-0.515901
55,-0.586247,-0.78800,-0.515901
56,-0.586247,-0.78800,-0.515901
57,-0.586247,-0.78800,-0.515901
58,-0.586247,-0.78800,-0.515901
59,-0.586247,-0.78700,-0.515901
60,-0.586247,-0.78800,-0.515901
61,-0.586247,-0.78800,-0.515901
62,-0.499318,-0.91200,-0.515901
63,-0.501089,-0.91200,-0.515901
64,-0.499318,-0.91200,-0.792478
65,-0.501089,-0.91100,-0.792478
66,-0.586247,-0.78800,-0.792478
67,-0.586247,-0.78700,-0.792478
68,-0.586247,-0.78800,-0.792478
69,-0.586247,-0.78800,-0.792478
70,-0.586247,-0.78800,-0.792478
71,-0.586247,-0.78800,-0.792478
72,-0.586247,-0.78800,-0.792478
73,-0.586247,-0.78800,-0.792478
74,-0.499318,-0.91200,-0.792478
75,-0.501089,-0.91100,-0.792478
76,-0.512176,-0.59700,-0.792478
77,-0.497106,-0.60100,-0.792478
78,-0.512176,-0.59800,-0.792478
79,-0.497106,-0.60200,-0.792478
80,-0.512176,-0.59700,-0.792478
81,-0.497106,-0.60100,-0.792478
82,-0.138414,-0.35000,-0.792478
83,-0.124286,-0.37500,-0.792478
84,-0.138414,-0.36800,-0.792478
85,-0.124286,-0.35400,-0.792478
86,-0.138414,-0.35100,-0.792478
87,-0.124286,-0.37500,-0.792478
88,-0.138414,-0.37100,-0.545003
89,-0.124286,-0.35900,-0.545003
90,-0.138414,-0.37100,-0.545003
91,-0.124286,-0.35900,-0.545003
