,density,cp,qs1CO2,qs2CO2,b01CO2,b02CO2,H1CO2,H2CO2,qs1N2,qs2N2,b01N2,b02N2,H1N2,H2N2,material,Forcefield
0,1549.34,745.655552,2.284128729,0.966075034,4.08E-06,4.08E-06,37253.66058,26237.65913,2.284128729,0.966075034,9.08E-06,9.08E-06,21853.99514,21853.99514,HENYUV,UFF_MPNN
1,1466.06,830.441962,2.904253148,0.914850175,1.43E-06,1.43E-06,35924.89754,26638.27166,2.904253148,0.914850175,2.05E-05,2.05E-05,18545.84606,18545.84606,FAQVEA,UFF_MPNN
2,1795.76,638.146471,3.804439884,3.323361575,8.18E-07,8.18E-07,39309.30001,29993.00903,3.804439884,3.323361575,2.44E-05,2.44E-05,12853.63047,12853.63047,PEKKAS,UFF_MPNN
3,1436.95,877.872564,1.128377181,2.338003061,5.02E-07,5.02E-07,45000,30513.96446,1.128377181,2.338003061,9.84E-06,9.84E-06,18021.74823,18021.74823,MIL-88C-dry,UFF_MPNN
4,1620.91,737.762834,2.010985529,2.847558192,1.20E-06,1.20E-06,40712.46282,23922.55209,2.010985529,2.847558192,1.86E-05,1.86E-05,18918.81066,18918.81066,AFOQUI,UFF_MPNN
5,1300.47,912.248611,1.832590842,0.443532081,1.26E-06,1.26E-06,45000,45000,1.832590842,0.443532081,1.40E-05,1.40E-05,18888.53736,18888.53736,YASPEP,UFF_MPNN
6,1578.35,756.78881,2.119527054,1.602866584,2.14E-06,2.14E-06,38999.7913,28628.69495,2.119527054,1.602866584,7.66E-06,7.66E-06,22073.11254,22073.11254,FECWOB01,UFF_MPNN
7,1200.73,733.888055,7.191978789,3.487274334,1.12E-06,1.12E-06,42150.0917,33899.17362,7.191978789,3.487274334,5.03E-05,5.03E-05,16960.40732,16960.40732,NURMUJ,UFF_MPNN
8,1221.46,883.809895,2.670249915,4.106713232,4.61E-06,4.61E-06,37455.34376,22197.16773,2.670249915,4.106713232,2.87E-05,2.87E-05,18194.90357,18194.90357,SUJREV,UFF_MPNN
9,1918.68,756.229113,1.431480615,1.26551045,7.62E-07,7.62E-07,45000,44999.99989,1.431480615,1.26551045,8.24E-06,8.24E-06,21170.7328,21170.7328,BONWAD,UFF_MPNN
10,1204.32,922.866651,3.691910901,2.167825682,2.43E-06,2.43E-06,39369.66669,32110.46538,3.691910901,2.167825682,5.26E-05,5.26E-05,17972.10086,17972.10086,QUQPUO,UFF_MPNN
11,1800.91,724.630094,1.530264508,0.453787499,9.67E-07,9.67E-07,40170.71465,30373.45197,1.530264508,0.453787499,2.19E-05,2.19E-05,20165.2084,20165.2084,RURQEB,UFF_MPNN
12,1452.36,746.546193,4.560566249,2.840378537,1.58E-06,1.58E-06,43500.887,34176.85721,4.560566249,2.840378537,7.57E-05,7.57E-05,16170.75425,16170.75425,PASMUT,UFF_MPNN
13,1578.28,772.924677,2.093696458,1.498961077,2.13E-06,2.13E-06,38439.12214,28104.41885,2.093696458,1.498961077,1.01E-05,1.01E-05,20906.01993,20906.01993,FECWOB,UFF_MPNN
14,1632.76,760.131708,3.110723933,0.883111042,8.03E-07,8.03E-07,45000,36852.73899,3.110723933,0.883111042,7.96E-06,7.96E-06,20648.63837,20648.63837,KAFYAT,UFF_MPNN
15,1420.39,830.048999,3.98645468,2.334589361,1.63E-06,1.63E-06,39094.04925,29736.36153,3.98645468,2.334589361,3.74E-05,3.74E-05,17018.23502,17018.23502,FIRVEH,UFF_MPNN
16,1711.78,799.95218,2.074726188,1.436069863,3.57E-07,3.57E-07,45000,36902.63452,2.074726188,1.436069863,6.37E-05,6.37E-05,6002.248801,6002.248801,QOVWOO,UFF_MPNN
17,1585.84,854.346257,2.221017889,1.234213008,1.49E-06,1.49E-06,45000,36429.73728,2.221017889,1.234213008,4.10E-06,4.10E-06,20827.37751,20827.37751,VUNCAJ,UFF_MPNN
18,1333.75,852.707781,2.617799693,0.952442599,9.12E-06,9.12E-06,36854.57735,25489.76016,2.617799693,0.952442599,0.000102551,0.000102551,17704.66343,17704.66343,OJIWIO,UFF_MPNN
19,1241.39,892.064867,3.965797179,3.466751978,3.08E-06,3.08E-06,35582.28388,20427.05821,3.965797179,3.466751978,2.07E-05,2.07E-05,19061.68823,19061.68823,KEXKEF,UFF_MPNN
20,1353.2,769.935987,5.60953,0.97976,8.10E-07,1.84E-07,44000,37000,5.60953,0.97976,3.00E-05,3.00E-05,19389.99,19389.99,PURSOK,UFF_MPNN
21,1325.6,897.625268,3.715199212,1.493503384,1.50E-05,1.50E-05,45000,31661.42267,3.715199212,1.493503384,8.84E-06,8.84E-06,22918.12252,22918.12252,RAJFAL,UFF_MPNN
22,1440.48,833.645168,3.208680451,12.49999989,2.52E-06,2.52E-06,38120.92314,16990.96504,3.208680451,12.49999989,1.64E-05,1.64E-05,15917.30187,15917.30187,REFTUT,UFF_MPNN
23,1473.3,833.446959,3.330074026,4.43321048,3.08E-06,3.08E-06,37679.57432,20305.22838,3.330074026,4.43321048,2.55E-05,2.55E-05,18414.49355,18414.49355,BENXUP,UFF_MPNN
24,1999.02,717.986975,2.419468436,0.637637437,7.69E-08,7.69E-08,41106.38274,41106.38274,2.419468436,0.637637437,0.000171174,0.000171174,6005.176802,6005.176802,NOQLOV,UFF_MPNN
