,density,cp,qs1CO2,qs2CO2,b01CO2,b02CO2,H1CO2,H2CO2,qs1N2,qs2N2,b01N2,b02N2,H1N2,H2N2,material,Forcefield
0,1549.34,745.655552,2.426144434076795,1.387374724038358,2.934080220061217e-06,2.934080220061217e-06,36208.84407242896,25622.25895262934,2.426144434076795,1.387374724038358,2.413206373379353e-05,2.413206373379353e-05,18900.067113589837,18900.067113589837,HENYUV,UFF_PACMOF
1,1466.06,830.441962,2.729572931019523,0.9936687337691812,1.8162909037034871e-06,1.8162909037034871e-06,35657.14821476729,26669.00111045961,2.729572931019523,0.9936687337691812,2.59110134501746e-05,2.59110134501746e-05,18023.060975651595,18023.060975651595,FAQVEA,UFF_PACMOF
2,1795.76,638.146471,3.6827177676362624,3.615826190467492,8.355165114780645e-07,8.355165114780645e-07,39760.35241999202,29849.802048163056,3.6827177676362624,3.615826190467492,9.403519414742851e-06,9.403519414742851e-06,15013.75042697769,15013.75042697769,PEKKAS,UFF_PACMOF
3,1436.95,877.872564,1.4101496435481982,0.9202720930996244,1.0065183677579812e-05,1.0065183677579812e-05,45000.0,35879.11454042823,1.4101496435481982,0.9202720930996244,4.398193243854657e-06,4.398193243854657e-06,22153.981109382752,22153.981109382752,MIL-88C-dry,UFF_PACMOF
4,1620.91,737.762834,2.0088911176530706,2.346740377153224,1.2736479868169755e-06,1.2736479868169755e-06,39520.8816609576,24184.630153282516,2.0088911176530706,2.346740377153224,1.4826425153481648e-05,1.4826425153481648e-05,19506.692261355696,19506.692261355696,AFOQUI,UFF_PACMOF
5,1300.47,912.248611,0.7532558938598395,1.522551654306154,7.899061488365813e-07,7.899061488365813e-07,45000.0,44999.99999751256,0.7532558938598395,1.522551654306154,1.1833944954876077e-05,1.1833944954876077e-05,19100.431679794267,19100.431679794267,YASPEP,UFF_PACMOF
6,1578.35,756.78881,2.091937511807493,1.7606236428628397,2.930876973242337e-06,2.930876973242337e-06,38067.27306909972,26972.59656784529,2.091937511807493,1.7606236428628397,1.4887437738145871e-05,1.4887437738145871e-05,20424.499234370225,20424.499234370225,FECWOB01,UFF_PACMOF
7,1200.73,733.888055,8.01784400702974,2.966743704056491,1.3822609029768174e-06,1.3822609029768174e-06,39934.99504503606,31241.2663747693,8.01784400702974,2.966743704056491,5.045664982075573e-05,5.045664982075573e-05,16533.529549905932,16533.529549905932,NURMUJ,UFF_PACMOF
8,1221.46,883.809895,2.635180163459511,3.679364373326012,3.294455287925896e-06,3.294455287925896e-06,38935.82924537116,23667.86899334957,2.635180163459511,3.679364373326012,3.935934517350678e-05,3.935934517350678e-05,17720.840929474783,17720.840929474783,SUJREV,UFF_PACMOF
9,1918.6799999999998,756.229113,1.2997848915999068,1.3958483894499711,5.017406956062202e-07,5.017406956062202e-07,45000.0,44999.999908296064,1.2997848915999068,1.3958483894499711,1.785965528612e-05,1.785965528612e-05,19304.79341357111,19304.79341357111,BONWAD,UFF_PACMOF
10,1204.3200000000002,922.8666509999999,3.50107501538749,2.341157699868831,2.04277037153936e-06,2.04277037153936e-06,40496.21664181645,33217.846178379266,3.50107501538749,2.341157699868831,5.061823531418258e-05,5.061823531418258e-05,18055.795353645823,18055.795353645823,QUQPUO,UFF_PACMOF
11,1800.91,724.630094,1.5879001323393025,0.4154102163958645,1.3764006993864712e-06,1.3764006993864712e-06,38713.53219145558,28478.78595280413,1.5879001323393025,0.4154102163958645,3.3364280989466e-05,3.3364280989466e-05,19191.961897756388,19191.961897756388,RURQEB,UFF_PACMOF
12,1452.3600000000001,746.546193,3.999848584403086,3.193157486181857,9.506573118344566e-07,9.506573118344566e-07,45000.0,35609.895471294905,3.999848584403086,3.193157486181857,7.626636832929037e-05,7.626636832929037e-05,16144.013742906323,16144.013742906323,PASMUT,UFF_PACMOF
13,1578.28,772.924677,2.0984296941912923,1.6158319319694607,3.69144226265045e-06,3.69144226265045e-06,36934.035915362976,25286.771591583565,2.0984296941912923,1.6158319319694607,1.9152502649558192e-05,1.9152502649558192e-05,19426.927852384462,19426.927852384462,FECWOB,UFF_PACMOF
14,1632.76,760.131708,3.416162032989281,0.5271824335457143,5.364539670971875e-07,5.364539670971875e-07,44566.16225336863,36313.62214304677,3.416162032989281,0.5271824335457143,7.122095624885916e-06,7.122095624885916e-06,20810.08980593765,20810.08980593765,KAFYAT,UFF_PACMOF
15,1420.39,830.048999,3.784717470815965,2.3741710895208725,1.7008133564315553e-06,1.7008133564315553e-06,39201.3188622152,29572.109626510857,3.784717470815965,2.3741710895208725,1.943561250702731e-05,1.943561250702731e-05,18653.64229023644,18653.64229023644,FIRVEH,UFF_PACMOF
16,1711.78,799.95218,1.7701977668432891,1.8267511987998133,8.340380653260795e-07,8.340380653260795e-07,45000.0,35720.886514898484,1.7701977668432891,1.8267511987998133,7.340083433222369e-05,7.340083433222369e-05,6000.736800291088,6000.736800291088,QOVWOO,UFF_PACMOF
17,1585.84,854.346257,2.3295428522295096,1.1279665165932775,7.149048080164357e-07,7.149048080164357e-07,45000.0,36440.62488094864,2.3295428522295096,1.1279665165932775,4.560071787040546e-06,4.560071787040546e-06,20355.012988174956,20355.012988174956,VUNCAJ,UFF_PACMOF
18,1333.75,852.707781,2.605573986592064,0.8873652350569993,9.738273941100295e-06,9.738273941100295e-06,37718.33785358536,27343.26407380887,2.605573986592064,0.8873652350569993,7.264021073824643e-05,7.264021073824643e-05,18763.729021668078,18763.729021668078,OJIWIO,UFF_PACMOF
19,1241.39,892.0648669999999,4.279634024951112,1.73595503708558,2.3635934592158323e-06,2.3635934592158323e-06,36272.47439457999,25318.29478059072,4.279634024951112,1.73595503708558,4.6335861599212125e-05,4.6335861599212125e-05,17767.31046328837,17767.31046328837,KEXKEF,UFF_PACMOF
