-1.7406,-5.6644,1.0984e+05,1.187,217.61,0.06018,0.44187,0.58124,0.0024406,1801.9,851.53,0.29591,1.2821,-19.98,-20.371,16413,15338,0.29591,1.2821,-20.434,-20.434,5127.2,5127.2
-1.7406,-3.5491,2.4573e+05,0.91483,35.761,0.19268,0.44756,0.5965,0.000966,725.6,701.22,0.040087,1.4796,-16.903,-19.247,16872,15196,0.040087,1.4796,-16.371,-16.371,7285.9,7285.9
-1.7406,-4.8262,1.6893e+05,1.8478,61.238,0.085376,0.41612,0.39713,0.001847,2258.6,1405.4,0.1993,0.003043,-20.37,-20.416,20080,16174,0.1993,0.003043,-20.619,-20.619,11025,11025
-1.7406,-1.5756,3.1037e+05,0.34354,13.524,0.031652,0.40003,0.66669,0.0020657,1162.6,727.78,1.2312,1.7015,-20.07,-20.517,16655,15363,1.2312,1.7015,-20.086,-20.086,12514,12514
-1.7405,-1.287,2.3227e+05,0.34726,9.8965,0.14712,0.36772,0.6559,0.0020019,1896.2,680.36,2.1536,1.5281,-20.688,-20.717,15960,15938,2.1536,1.5281,-20.708,-20.713,10394,8800.7
-1.7405,-3.4829,2.5006e+05,0.20611,150.61,0.046463,0.40266,0.69739,0.002188,899.74,871.6,4.0834,3.7939,-20.595,-20.684,18594,15799,4.0834,3.7939,-20.633,-20.633,7534.8,7534.8
-1.7405,-4.3046,3.2015e+05,0.42262,168.51,0.032476,0.4443,0.48448,0.0018959,1945.9,844.06,0.29243,5.2517,-19.61,-20.412,15686,15428,0.29243,5.2517,-19.78,-19.78,5809.6,5809.6
-1.7405,-1.0618,2.9644e+05,0.31805,8.7029,0.16257,0.41121,0.50178,0.000797,1433.4,580.96,2.8577,4.9588,-20.65,-20.658,16961,16576,2.8577,4.9588,-20.723,-20.723,11757,11757
-1.7405,-1.5336,4.9633e+05,0.3059,14.72,0.077913,0.4349,0.54862,0.0013443,780.52,880.33,2.0703,4.1931,-18.252,-20.495,15537,15197,2.0703,4.1931,-20.298,-20.698,12319,8888.5
-1.7405,-2.3935,4.7728e+05,1.1757,8.9063,0.19913,0.36539,0.51849,0.0013865,2207.8,1007.5,1.941,4.8339,-19.852,-19.972,16641,15782,1.941,4.8339,-20.009,-20.009,14780,14780
-1.7404,-4.6289,1.9665e+05,0.31461,306.62,0.09047,0.40591,0.34323,0.0014326,877.42,1472.6,2.0969,9.7014,-19.936,-20.335,15853,15322,2.0969,9.7014,-20.418,-20.418,5736.3,5736.3
-1.7404,-3.8869,2.2542e+05,1.9797,22.611,0.036892,0.43189,0.68954,0.001771,1241.8,729.31,3.4486,3.2771,-20.251,-19.735,19298,16712,3.4486,3.2771,-18.982,-18.982,11694,11694
-1.7404,-3.0984,4.1816e+05,0.95484,22.345,0.13536,0.42616,0.452,0.001653,2261,1144.7,3.1474,3.6492,-20.549,-20.607,17524,15628,3.1474,3.6492,-20.661,-20.661,12235,12235
-1.7404,-4.0023,3.5393e+05,1.4591,34.876,0.15229,0.40944,0.48167,0.000959,1119.6,1119.9,0.44291,4.5953,-20.662,-19.894,22111,18867,0.44291,4.5953,-19.544,-19.544,16149,16149
-1.7404,-3.4551,3.1326e+05,1.4683,20.325,0.15045,0.44565,0.38257,0.0014175,1952,1265.1,5.2342,3.696,-20.112,-20.625,16413,15962,5.2342,3.696,-20.524,-20.524,13458,13458
-1.7404,-0.30766,4.4502e+05,0.23172,5.6858,0.10253,0.38762,0.4417,0.000597,1366.8,645.33,2.139,5.1955,-19.003,-20.396,15460,15411,2.139,5.1955,-19.561,-19.561,5827.1,5827.1
-1.7404,-3.2518,3.5149e+05,0.70061,35.469,0.070965,0.41944,0.69656,0.0021247,1542.3,1481.8,0.91426,11.589,-19.01,-20.646,19531,16709,0.91426,11.589,-19.918,-19.918,11978,11978
-1.7404,-2.935,2.246e+05,0.19715,90.649,0.057048,0.37039,0.59951,0.0022837,865.83,1398.1,6.2539,7.3401,-20.646,-20.65,18696,17787,6.2539,7.3401,-20.703,-20.703,9854.5,9854.5
-1.7403,-3.0197,1.6715e+05,1.1692,16.031,0.14753,0.43348,0.48249,0.0011042,801.85,557.06,4.9935,4.9507,-20.37,-20.474,20245,16491,4.9935,4.9507,-20.548,-20.548,9682.6,9682.6
-1.7403,-3.5837,4.7119e+05,0.97228,34.738,0.17029,0.36915,0.59686,0.000589,1220.8,1079.8,5.069,8.4708,-19.995,-20.349,16725,16663,5.069,8.4708,-20.607,-20.607,11902,11902
-1.7403,-1.1887,2.658e+05,0.20557,15.274,0.13967,0.40636,0.41534,0.00209,1934.3,536.17,5.0925,1.6511,-20.58,-20.669,18304,16559,5.0925,1.6511,-20.588,-20.588,10669,10669
