-3.7,3.2368,3.9486e+05,0.16513,31.614,0.051425,0.4294,0.4123,0.00188,1095.4,1279.6,1.3375,0.16336,-20.532,-20.6,16184,16149,1.3375,0.16336,-20.626,-20.626,9582.4,9582.4
-3.5719,3.6559,3.8683e+05,0.90576,15.024,0.077805,0.39403,0.34441,0.0017372,1003.2,791.32,0.12773,0.79973,-19.623,-19.786,19825,18455,0.12773,0.79973,-19.753,-19.882,8195.4,7625.7
-3.8216,4.056,2.7433e+05,1.0248,34.372,0.18739,0.42871,0.68321,0.0020382,1732.3,1461.7,1.5681,10.922,-20.438,-20.569,16301,15206,1.5681,10.922,-20.496,-20.496,5313.8,5313.8
-3.9209,3.5053,2.8092e+05,0.43397,29.442,0.06557,0.35668,0.60046,0.00062754,1463.8,864.17,4.8046,3.4761,-20.528,-20.6,15480,15193,4.8046,3.4761,-20.631,-20.631,7906.8,7906.8
-3.7461,3.8661,2.4728e+05,1.2747,18.752,0.19678,0.43889,0.46512,0.002308,1219.9,1433.6,0.75067,0.6662,-19.421,-19.894,19834,16073,0.75067,0.6662,-20.54,-20.54,14050,14050
-3.5574,3.0015,4.14e+05,0.34738,6.3278,0.14578,0.40794,0.58506,0.000903,2583.4,1106.7,0.4937,1.2011,-20.392,-20.451,21721,18268,0.4937,1.2011,-20.597,-20.597,15697,15697
-3.6788,3.6011,4.5562e+05,0.57577,16.574,0.11762,0.37269,0.51793,0.000501,1783.5,678.39,4.5915,0.24034,-20.08,-20.215,16311,16156,4.5915,0.24034,-20.507,-20.551,11300,10065
-3.7378,3.7536,2.4928e+05,1.0047,20.377,0.13706,0.40891,0.46979,0.000777,1023.6,898.8,0.39269,0.71283,-19.539,-19.908,22625,20302,0.39269,0.71283,-15.832,-15.832,6869.9,6869.9
-3.8108,4.2907,3.1433e+05,1.9858,31.712,0.095374,0.41524,0.45799,0.001297,1141.9,548.3,2.7013,12.183,-18.969,-20.644,15471,15212,2.7013,12.183,-19.785,-19.785,10452,10452
-3.7705,4.2843,3.5393e+05,1.4591,34.876,0.15229,0.40944,0.48167,0.000959,1119.6,1119.9,0.44291,4.5953,-20.662,-19.894,22111,18867,0.44291,4.5953,-19.544,-19.544,16149,16149
-3.9359,3.1803,3.0804e+05,0.18413,25.303,0.12509,0.4271,0.60501,0.00129,2521,828.33,12.186,0.67888,-20.707,-20.714,17627,16596,12.186,0.67888,-20.72,-20.72,15399,15399
-3.3216,4.1621,4.385e+05,0.9219,43.184,0.088892,0.44723,0.60076,0.0020106,636.61,1303.5,8.289,11.386,-19.912,-20.388,18385,15893,8.289,11.386,-20.575,-20.575,9954.3,9954.3
-3.6935,3.4997,3.8825e+05,0.64369,11.877,0.17094,0.43909,0.53832,0.000837,2582.8,1313.3,3.6864,7.0723,-20.066,-20.513,15997,15408,3.6864,7.0723,-20.683,-20.683,6813.4,6813.4
-3.7735,4.0444,4.3497e+05,1.7706,16.115,0.10045,0.35425,0.4632,0.002081,1782.3,911.94,0.006487,5.9103,-15.275,-19.993,16888,16044,0.006487,5.9103,-15.677,-19.374,10121,7745.4
-4.0482,2.3208,1e+05,0.25112,5,0.10457,0.44044,0.37861,0.00075599,1468.8,816.91,2.1311,1.3554,-18.963,-20.167,17227,15166,2.1311,1.3554,-20.329,-20.506,13493,11658
-3.6934,4.1098,4.4913e+05,1.2021,30.402,0.054346,0.39474,0.32036,0.0012091,949.5,1361.7,1.5999,8.2418,-19.881,-20.588,19004,17408,1.5999,8.2418,-20.299,-20.299,11148,11148
-3.4933,4.1698,2.9445e+05,1.4364,29.596,0.19405,0.41382,0.60499,0.0022607,737.27,1087.5,1.5468,3.818,-19.381,-19.98,21701,17414,1.5468,3.818,-19.671,-19.671,7652.6,7652.6
-3.867,3.9902,4.5028e+05,0.36683,72.274,0.085142,0.42202,0.38684,0.000822,883.14,1409.3,1.6505,12.261,-17.331,-20.065,15486,15254,1.6505,12.261,-19.035,-19.035,12107,12107
-5.279,3.0459,1.0054e+05,0.45382,266.83,0.011824,0.41616,0.30794,0.0017446,1223.4,1394.7,0.66666,10.178,-20.239,-20.495,22811,16036,0.66666,10.178,-20.502,-20.502,10074,10074
-3.8896,4.0145,4.2438e+05,0.59907,47.455,0.096096,0.37164,0.30965,0.001245,894.27,1326.5,8.2288,5.653,-20.413,-20.572,18236,15558,8.2288,5.653,-20.609,-20.609,10551,10551
-3.5333,3.5696,4.7092e+05,0.39545,24.589,0.074716,0.40768,0.39168,0.001618,942.88,865.18,5.9273,12.172,-20.299,-20.431,19050,17904,5.9273,12.172,-20.718,-20.718,16228,16228
-3.7628,4.1011,2.0453e+05,1.9712,23.056,0.1492,0.38293,0.58279,0.00079029,930.68,1049.9,10.569,7.6429,-19.575,-20.187,17098,16772,10.569,7.6429,-20.386,-20.386,6795.1,6795.1
-3.3859,3.599,4.7236e+05,0.45412,20.55,0.12664,0.41293,0.30622,0.00157,679.53,896.01,1.6868,3.7488,-20.321,-20.622,24019,16912,1.6868,3.7488,-20.334,-20.62,6279.2,5160
-3.6411,3.4704,3.4451e+05,0.5854,15.117,0.11449,0.40932,0.461,0.002331,1348.8,795.98,6.3266,7.388,-19.967,-20.559,18623,15594,6.3266,7.388,-20.464,-20.464,7556.8,7556.8
