Name,LCD,PLD,LFPD,cm3_g,ASA_A2,ASA_m2_cm3,ASA_m2_g,NASA_A2,NASA_m2_cm3,NASA_m2_g,AV_A3,AV_VF,AV_cm3_g,NAV_A3,NAV_VF,NAV_cm3_g,OMS,chemical_formula,total_atoms
CAXVOO,11.61534,10.81876,11.61534,1.12075,214.688,1579.52,1409.34,0.0,0.0,0.0,399.876,0.2942,0.262503,0.0,0.0,0.0,6.0,Fe6H6C24O18,54
CAXVUU,11.30563,10.52948,11.30563,1.14718,212.74,1602.1,1396.56,0.0,0.0,0.0,378.713,0.2852,0.24861,0.0,0.0,0.0,6.0,Fe6H6C24O18,54
CAXWAB,11.48359,10.74561,11.48359,1.14506,198.992,1495.8,1306.3,0.0,0.0,0.0,385.532,0.2898,0.253087,0.0,0.0,0.0,6.0,Fe6H6C24O18,54
CAXWEF,11.4836,10.80822,11.4836,1.14451,209.389,1573.19,1374.56,0.0,0.0,0.0,388.114,0.2916,0.254782,0.0,0.0,0.0,6.0,Fe6H6C24O18,54
CAXWIJ,11.51921,10.74275,11.51921,1.143,203.204,1524.72,1333.96,0.0,0.0,0.0,389.424,0.2922,0.255642,0.0,0.0,0.0,6.0,Fe6H6C24O18,54
CEGWER,4.43901,3.87534,4.42525,1.46079,95.8083,683.694,468.029,0.0,0.0,0.0,23.2621,0.0166,0.0113637,0.0,0.0,0.0,4.0,Ca4P4H36C28O36,108
CELZIE,5.88328,2.63187,5.88328,1.27297,0.0,0.0,0.0,136.163,564.658,443.576,0.0,0.0,0.0,63.1795,0.0262,0.0205818,0.0,Al8C72O48,128
CELZOK,5.99211,2.42162,5.85407,1.21514,0.0,0.0,0.0,305.998,650.705,535.497,0.0,0.0,0.0,133.552,0.0284,0.0233717,0.0,Al16C144O80,240
CISMAT01,4.08571,2.53592,3.61635,1.54817,0.0,0.0,0.0,18.0644,282.634,182.561,0.0,0.0,0.0,2.42875,0.0038,0.00245452,2.0,Al4P4C8O12F4,32
COF-1,4.20219,3.07491,4.18658,0.909019,0.0,0.0,0.0,81.6971,574.618,632.129,0.0,0.0,0.0,8.24623,0.0058,0.0063805,0.0,B12H24C36O12,84
COF-300,9.36652,9.26615,9.36652,0.545319,722.564,2057.29,3772.64,0.141447,0.40273,0.738522,875.244,0.2492,0.456981,0.0,0.0,0.0,0.0,H56C82N8,146
COF-5,23.90591,23.68286,23.90591,0.58107,267.188,1005.73,1730.82,0.0,0.0,0.0,1303.89,0.4908,0.844649,0.0,0.0,0.0,0.0,B6H24C54O12,96
COGWEB,6.3699,5.6966,6.31173,0.922041,749.132,1926.42,2089.31,0.0,0.0,0.0,487.645,0.1254,0.136003,0.0,0.0,0.0,0.0,Zn4H56C112N8O24,204
COMDOY,6.12061,5.53928,6.10846,1.22694,104.144,1533.8,1250.11,0.0,0.0,0.0,63.961,0.0942,0.0767766,0.0,0.0,0.0,0.0,Ga2H10C16O10,38
CUNXIS,4.73091,2.77205,4.5381,1.90489,0.0,0.0,0.0,88.2725,662.96,348.031,0.0,0.0,0.0,23.7005,0.0178,0.00934438,0.0,Al12P12O52,76
CUNXIS10,4.73091,2.77205,4.5381,1.90489,0.0,0.0,0.0,88.2725,662.96,348.031,0.0,0.0,0.0,23.7005,0.0178,0.00934438,0.0,Al12P12O52,76
CUTKOS,5.45963,4.13818,5.45497,1.18663,303.104,898.632,757.295,0.0,0.0,0.0,106.585,0.0316,0.02663,0.0,0.0,0.0,0.0,Zn6H80C120N8O24,238
CUYHIO,3.56239,3.1474,3.55286,1.31327,0.0,0.0,0.0,11.1208,49.9964,38.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn4H72C88N8O16,188
CUYQIX,3.73047,3.14077,3.73047,1.30964,0.0,0.0,0.0,20.7818,151.888,115.977,0.0,0.0,0.0,1.36823,0.001,0.000763571,1.0,Zn3H50C44N8O12,117
CUYVOI,4.52428,2.63151,4.51986,1.42517,0.0,0.0,0.0,112.687,337.078,236.517,0.0,0.0,0.0,18.7211,0.0056,0.00392935,0.0,Zn8H88C108N32O32,268
DAXGUG,4.36758,2.49532,4.36758,1.24446,0.0,0.0,0.0,82.16,844.383,678.516,0.0,0.0,0.0,17.5143,0.018,0.0144642,0.0,Zn2H14C30O14,60
DAXHIV,7.62222,6.92477,7.62222,0.882059,359.295,2139.42,2425.48,0.0,0.0,0.0,302.629,0.1802,0.204295,0.0,0.0,0.0,2.0,Fe3H12C26N24O4,69
DAXHIV01,7.67683,6.96811,7.67683,0.883035,353.531,2107.42,2386.57,0.0,0.0,0.0,301.288,0.1796,0.203389,0.0,0.0,0.0,2.0,Fe3H12C26N24O4,69
DAXHUH,7.50015,6.78537,7.34465,0.876532,368.14,2178.35,2485.19,0.0,0.0,0.0,304.875,0.1804,0.205811,0.0,0.0,0.0,2.0,Fe3H12C26N24O4,69
DAXHUH01,7.57949,6.81104,7.5728,0.890235,368.131,2212.35,2485.13,0.0,0.0,0.0,308.835,0.1856,0.208484,0.0,0.0,0.0,2.0,Fe3H12C26N24O4,69
DAXKOE,4.47299,2.92632,4.45124,1.46205,0.0,0.0,0.0,54.2766,534.548,365.615,0.0,0.0,0.0,11.1691,0.011,0.00752366,0.0,In2H8C24N8O16,58
DAXNOG,5.56922,5.12652,5.56922,1.2732,79.8701,1334.16,1047.88,0.0,0.0,0.0,40.2296,0.0672,0.0527804,0.0,0.0,0.0,2.0,Zn2H8C16O8,34
DEBGIA,4.22344,3.46939,4.21901,1.31115,212.564,704.912,537.631,0.0,0.0,0.0,33.1701,0.011,0.00838961,0.0,0.0,0.0,8.0,Zn8H64C80S4N32O16,204
DEBNUU,3.22117,2.60916,3.14393,1.73731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Al6P4C12O26,48
DEJCEB,4.6846,2.81125,4.66897,1.28345,0.0,0.0,0.0,574.815,1028.26,801.167,0.0,0.0,0.0,141.99,0.0254,0.0197903,8.0,Zn16H88C152N24O64,344
DEPXAY,5.29628,3.94728,5.28006,1.07008,1236.34,2160.34,2018.87,0.0,0.0,0.0,409.758,0.0716,0.0669112,0.0,0.0,0.0,8.0,Zn16H48C112N16O64,256
DEYVUA,5.3557,4.43475,5.33937,0.961151,1074.2,2534.99,2637.45,0.0,0.0,0.0,358.491,0.0846,0.0880194,0.0,0.0,0.0,0.0,Zn8H56C104N8O32,208
DIDDOK,9.60031,8.17399,9.60031,0.525842,1361.56,2611.76,4966.82,0.0,0.0,0.0,1872.58,0.3592,0.683095,0.0,0.0,0.0,0.0,Zn4H52C80N4O20,160
DOGZIJ,5.26678,3.36062,5.26678,1.20751,87.8999,848.392,702.596,0.0,0.0,0.0,37.506,0.0362,0.0299791,0.0,0.0,0.0,0.0,Zn2H30C34N4O8,78
DONNAW01,6.92645,6.40923,6.92645,1.16046,109.552,1532.19,1320.33,0.0,0.0,0.0,88.2311,0.1234,0.106337,0.0,0.0,0.0,0.0,Ga2H8C16O10,36
DORDUK,4.54334,4.12792,4.50084,1.17273,187.84,755.376,644.117,0.0,0.0,0.0,57.6917,0.0232,0.0197829,0.0,0.0,0.0,0.0,In3H120C72N3O24,222
DOTTUC,4.62986,4.25621,4.62986,1.14726,225.143,885.719,772.031,0.0,0.0,0.0,71.6823,0.0282,0.0245804,0.0,0.0,0.0,0.0,In3H120C72N3O24,222
DUBWON,5.41735,4.7264,5.40719,1.2729,342.64,1850.17,1453.51,0.0,0.0,0.0,161.489,0.0872,0.0685051,0.0,0.0,0.0,8.0,Zn8H16C36O28,88
EBIHII,6.77782,5.19916,6.76838,1.13174,557.974,1866.6,1649.32,0.0,0.0,0.0,393.983,0.1318,0.116458,0.0,0.0,0.0,4.0,Fe10H30C62O44,146
EBOTOF,3.863,2.42708,3.62414,1.67322,0.0,0.0,0.0,13.277,116.971,69.9076,0.0,0.0,0.0,2.04312,0.0018,0.00107577,4.0,Al8P8C12O24F8,60
ECAHAT,12.33039,11.4865,12.33039,0.854274,330.378,1045.44,1223.78,28.2164,89.2878,104.519,640.881,0.2028,0.237394,8.84846,0.0028,0.00327764,0.0,Zn3H72C90N6O12,183
ECASAD,4.09039,3.62411,4.09039,1.61904,49.2021,500.836,309.341,0.0,0.0,0.0,5.8944,0.006,0.0037059,0.0,0.0,0.0,0.0,Zn4P4H20C20N4O16,68
ECIWUJ,3.25413,2.62453,3.25413,1.49231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn2H16C26N2O8,54
ECUTON,3.86672,2.51427,3.85141,1.4678,0.0,0.0,0.0,15.4938,78.7578,53.6571,0.0,0.0,0.0,1.57381,0.0008,0.000545034,0.0,Zn4H60C64N28O16,172
EDADIX,4.63332,3.88728,4.61559,1.24361,155.43,946.068,760.745,17.516,106.616,85.7316,35.4867,0.0216,0.0173688,2.30007,0.0014,0.00112576,0.0,Zn4H32C52N4O16,108
EDUSIF,15.05124,7.91583,15.05124,0.593338,951.594,2208.19,3721.64,0.0,0.0,0.0,1909.06,0.443,0.746624,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
EGEJIK,10.26084,8.70015,10.22633,0.680562,1035.15,2125.08,3122.53,38.8399,79.735,117.16,1442.83,0.2962,0.435229,4.87113,0.001,0.00146937,0.0,Zn8H48C84O26,166
EGELUY,7.34075,6.87675,7.34075,0.949281,240.912,1656.49,1744.99,0.0,0.0,0.0,219.026,0.1506,0.158646,0.0,0.0,0.0,0.0,Al4H19C32O20,75
EGELUY01,7.46021,7.04888,7.46021,0.943692,119.179,1627.3,1724.4,0.0,0.0,0.0,115.568,0.1578,0.167216,0.0,0.0,0.0,0.0,Al2H10C16O10,38
EHALOP,7.55323,7.08668,7.55323,0.941006,124.671,1697.45,1803.87,0.0,0.0,0.0,119.57,0.1628,0.173006,0.0,0.0,0.0,0.0,Al2H10C16O10,38
EMITUQ,7.79889,5.62107,7.77313,0.974534,1024.07,1685.38,1729.43,0.0,0.0,0.0,896.842,0.1476,0.151457,0.0,0.0,0.0,0.0,Zn8H80C152S8N8O48,304
EMIVAY,4.88617,3.76872,4.88617,1.16854,261.232,823.762,704.951,0.0,0.0,0.0,58.9844,0.0186,0.0159173,0.0,0.0,0.0,0.0,Zn4H80C96S4N16O24,224
ESEVIH,6.88268,6.30555,6.87572,1.51625,393.965,1267.01,835.617,0.0,0.0,0.0,347.633,0.1118,0.0737345,0.0,0.0,0.0,0.0,Zn16H32C72O56,176
EXEWAG,7.6405,5.6975,7.15286,1.06728,415.098,1588.92,1488.76,0.0,0.0,0.0,349.023,0.1336,0.125178,0.0,0.0,0.0,0.0,Zn4H32C68S8N4O16,132
EZUCIM,5.27092,4.42324,5.21472,1.00292,446.437,1784.83,1779.64,0.0,0.0,0.0,155.579,0.0622,0.062019,0.0,0.0,0.0,0.0,Zn4H48C60N16O16,144
FABFOF,4.1265,2.90027,4.1265,1.19882,0.0,0.0,0.0,32.9242,338.032,281.971,0.0,0.0,0.0,4.67518,0.0048,0.00400394,0.0,Zn2H20C20N4O16,62
FAFJIH,3.61922,2.55624,3.29431,1.46943,0.0,0.0,0.0,7.96818,32.6267,22.2037,0.0,0.0,0.0,0.488445,0.0002,0.000136107,0.0,Zn6B4H60C80N32O16,198
FAGREM,7.38233,6.89343,7.38233,1.46524,466.259,1449.06,988.956,0.0,0.0,0.0,443.395,0.1378,0.0940462,0.0,0.0,0.0,8.0,Zn16H32C72O56,176
FANWOI,9.82419,8.59361,9.82419,0.99576,723.733,1266.79,1272.19,0.0,0.0,0.0,952.946,0.1668,0.16751,0.0,0.0,0.0,0.0,Zn8H108C156N36O26,334
FAQVEA,4.28187,3.21093,4.24486,1.46606,0.0,0.0,0.0,40.9948,334.423,228.111,0.0,0.0,0.0,3.18718,0.0026,0.00177346,0.0,Zn4H28C32N20O8,92
FASQUN,5.13227,3.03904,5.02083,1.52422,0.0,0.0,0.0,154.547,484.408,317.807,0.0,0.0,0.0,38.2853,0.012,0.00787288,4.0,Zn8H48C102O28F36,222
FAYKOH,9.05094,5.94395,8.47293,0.834868,953.527,2363.5,2830.99,0.0,0.0,0.0,870.62,0.2158,0.258484,0.0,0.0,0.0,0.0,In4H40C74O40,158
FECKAA,5.55107,3.97584,5.38531,0.97764,443.461,1047.62,1071.58,30.8573,72.8961,74.5633,157.47,0.0372,0.0380508,11.8525,0.0028,0.00286404,0.0,Zn4H90C144Cl3O19,260
FECWOB,4.21201,3.09318,4.21122,1.57828,0.0,0.0,0.0,91.1858,427.301,270.738,0.0,0.0,0.0,8.10918,0.0038,0.00240768,0.0,Zn8H32C64N32O16,152
FECWOB01,4.17085,3.04516,4.16561,1.57835,0.0,0.0,0.0,48.2417,452.143,286.466,0.0,0.0,0.0,8.96243,0.0084,0.00532203,0.0,Zn4H16C32N16O8,76
FECZAQ,8.50021,5.35603,8.50021,0.984083,1143.03,2001.74,2034.12,0.0,0.0,0.0,817.699,0.1432,0.145516,0.0,0.0,0.0,0.0,Zn16H64C120O52,252
FEFCUQ,8.87571,6.35025,8.74283,0.77796,689.076,2103.42,2703.76,0.0,0.0,0.0,764.614,0.2334,0.300015,0.0,0.0,0.0,0.0,Zn4H48C76N4O16,148
FEFDAX,7.78612,6.37885,7.6796,0.828568,660.377,2135.95,2577.88,0.0,0.0,0.0,643.079,0.208,0.251035,0.0,0.0,0.0,0.0,Zn4H40C68N12O16,140
FEFDEB,13.1087,11.60778,13.1087,0.53928,470.508,2112.34,3916.96,0.0,0.0,0.0,884.289,0.397,0.736167,0.0,0.0,0.0,0.0,Zn2H28C34N2O8,74
FEHCOM,7.38822,6.74911,7.38822,0.954238,629.756,1617.82,1695.41,0.0,0.0,0.0,566.765,0.1456,0.152583,0.0,0.0,0.0,0.0,Zn8H80C96N16O16,216
FERHAN,10.23981,6.40536,10.23981,0.784123,920.671,1844.73,2352.6,57.235,114.681,146.253,1279.65,0.2564,0.326989,28.9467,0.0058,0.00739679,0.0,Zn8H72C96O38,214
FIJCUX,7.05898,5.83044,7.05683,1.26326,689.88,1566.42,1239.98,0.0,0.0,0.0,571.664,0.1298,0.10275,0.0,0.0,0.0,0.0,Zn18H60C96O60,234
FIJCUX01,7.34002,6.13055,7.33722,1.22326,722.179,1587.83,1298.04,0.0,0.0,0.0,656.761,0.1444,0.118045,0.0,0.0,0.0,0.0,Zn18H60C96O60,234
FIPWOS,5.20561,3.82141,5.20561,1.29023,62.7405,841.631,652.312,0.0,0.0,0.0,16.102,0.0216,0.0167412,0.0,0.0,0.0,0.0,Zn2H24C18N8O6,58
FIPWUY,4.7784,4.24794,4.7784,1.32324,64.5275,887.754,670.892,0.0,0.0,0.0,22.6781,0.0312,0.0235784,0.0,0.0,0.0,0.0,Zn2H24C18N8O6,58
FIPXEJ,4.43579,3.68809,4.4295,1.35731,66.6437,470.237,346.447,23.0862,162.896,120.014,7.93653,0.0056,0.0041258,2.83447,0.002,0.0014735,0.0,Zn4H48C36N16O12,116
FIQYOU,4.72303,3.65899,4.72303,1.75011,119.562,719.841,411.311,0.0,0.0,0.0,33.5512,0.0202,0.0115421,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
FIRVEH,4.11749,3.26577,4.11749,1.42039,0.0,0.0,0.0,36.6445,515.14,362.676,0.0,0.0,0.0,4.97945,0.007,0.00492824,0.0,Ca4C16O16,36
FIVYUF,4.68091,3.50866,4.67789,1.41648,126.436,451.593,318.813,0.0,0.0,0.0,29.1176,0.0104,0.00734214,0.0,0.0,0.0,0.0,Sn6H126C90N6O24,252
FUDQIF,4.3814,3.86214,4.38008,1.57387,21.1781,545.984,346.905,0.0,0.0,0.0,4.03405,0.0104,0.00660792,0.0,0.0,0.0,0.0,Zn1Si1H8C8N4F6,28
FUFREE,3.74304,3.09275,3.73558,1.50896,0.0,0.0,0.0,15.546,123.052,81.5471,0.0,0.0,0.0,1.0107,0.0008,0.000530165,4.0,Fe4H20C40N12O16,92
FUNBAS,6.30412,4.59254,6.30412,1.11042,319.288,1268.66,1142.51,0.0,0.0,0.0,166.607,0.0662,0.0596173,0.0,0.0,0.0,0.0,Zn4H52C88N4O16,164
FUNBEW,11.16014,9.18662,11.10962,0.668714,538.696,2170.96,3246.47,0.0,0.0,0.0,836.222,0.337,0.503953,0.0,0.0,0.0,0.0,Zn2H24C44Br2N2O8,82
FUNBIA,7.93212,6.3165,7.93212,0.99492,414.157,1426.95,1434.24,0.0,0.0,0.0,392.984,0.1354,0.136091,0.0,0.0,0.0,0.0,Zn4H52C88N8O16,168
FUNBOG,12.59077,11.01228,12.59019,0.581592,606.422,2067.54,3554.96,0.0,0.0,0.0,1163.25,0.3966,0.681921,0.0,0.0,0.0,0.0,Zn2H24C44Br2N4O8,84
FUNCAT,9.48773,8.77545,9.48773,0.930198,485.361,1475.21,1585.91,0.0,0.0,0.0,631.046,0.1918,0.206193,0.0,0.0,0.0,0.0,Zn4H52C92N12O16,176
FUNCEX,13.21557,12.47689,13.21557,0.543761,646.382,1961.09,3606.53,0.0,0.0,0.0,1428.5,0.4334,0.797041,0.0,0.0,0.0,0.0,Zn2H24C46Br2N6O8,88
FUTDII,10.10625,8.60837,10.10625,0.871633,543.364,1548.1,1776.09,0.0,0.0,0.0,830.439,0.2366,0.271445,0.0,0.0,0.0,6.0,Fe6H42C90O24,162
FUTKEL,6.7221,5.39444,6.71379,0.983709,526.626,1612.05,1638.75,0.0,0.0,0.0,352.816,0.108,0.109789,0.0,0.0,0.0,0.0,Zn4H64C108N4O16,196
FUWXOL,4.76594,4.4337,4.73028,1.4921,150.367,1267.38,849.393,0.0,0.0,0.0,55.5255,0.0468,0.0313653,0.0,0.0,0.0,0.0,Zn4H4C20N40,68
GACPUX,5.9525,3.77259,5.85811,1.02185,556.229,1642.06,1606.94,0.0,0.0,0.0,252.022,0.0744,0.0728091,0.0,0.0,0.0,4.0,Zn8H56C88O28,180
GACQAE,8.56972,8.26373,8.56972,0.874357,765.398,2035.09,2327.53,0.0,0.0,0.0,906.401,0.241,0.275631,0.0,0.0,0.0,4.0,Zn8H48C80O28,164
GALCAZ,7.51924,6.97754,7.50411,1.17363,502.106,1190.3,1014.2,0.0,0.0,0.0,492.7,0.1168,0.0995201,0.0,0.0,0.0,0.0,Zn8H88C132N24O28,280
GAXVUY,6.10604,3.07582,5.9657,1.07253,0.0,0.0,0.0,377.011,1403.67,1308.75,0.0,0.0,0.0,206.814,0.077,0.0717928,4.0,Ca4Zn4H32C64O32,136
GAYFOD,5.97544,5.52117,5.96891,1.15207,87.4988,1536.73,1333.89,0.0,0.0,0.0,54.4329,0.0956,0.0829814,0.0,0.0,0.0,0.0,Zn2H8C12N8,30
GEDLIM,7.1997,3.30533,7.1962,1.13684,0.0,0.0,0.0,268.98,979.983,862.026,0.0,0.0,0.0,162.489,0.0592,0.0520743,0.0,Zn4H64C80N24O16,188
GEGSIW,7.85804,2.85449,7.85804,1.08118,0.0,0.0,0.0,399.877,1204.32,1113.89,0.0,0.0,0.0,375.864,0.1132,0.1047,0.0,Ca8H32C80N24O32,176
GEHSAN,4.21897,2.65292,4.13931,1.49275,0.0,0.0,0.0,22.5119,216.058,144.738,0.0,0.0,0.0,3.75098,0.0036,0.00241165,0.0,Ca4Fe2H32C24N20O4,86
GELJAJ,4.01632,2.59819,4.00607,1.41565,0.0,0.0,0.0,80.1184,237.347,167.659,0.0,0.0,0.0,10.8019,0.0032,0.00226045,0.0,Zn8H112C104S8N16O32,280
GERNOI,6.93892,3.80818,6.45255,1.05982,671.806,1290.22,1217.39,0.0,0.0,0.0,351.987,0.0676,0.0637842,0.0,0.0,0.0,0.0,Zn6H136C152N28O36,358
GIDKOU,4.78674,3.41448,4.67256,1.74547,253.949,708.993,406.19,0.0,0.0,0.0,65.1893,0.0182,0.010427,0.0,0.0,0.0,12.0,Zn20H24C80N32O64,220
GIHBII,4.5778,2.7831,4.5778,2.52371,0.0,0.0,0.0,72.8649,542.765,215.066,0.0,0.0,0.0,15.0357,0.0112,0.00443792,0.0,Ga12P12O52,76
GIMVAA,3.80885,2.6465,3.67034,1.67581,0.0,0.0,0.0,37.3242,281.137,167.762,0.0,0.0,0.0,2.92076,0.0022,0.0013128,4.0,Zn8H24C24N36,92
GINLIA,6.39385,4.60431,6.39349,0.877136,723.764,2209.11,2518.55,0.0,0.0,0.0,367.597,0.1122,0.127916,0.0,0.0,0.0,2.0,Zn4H46C80Cl4O20,154
GITWIQ,5.04878,3.98781,4.84113,1.55276,305.077,985.321,634.561,0.0,0.0,0.0,84.2172,0.0272,0.0175172,0.0,0.0,0.0,0.0,Zn10H40C60N60O40,210
GIYTIS,6.15959,5.08946,6.14209,0.959578,297.259,2150.77,2241.38,0.0,0.0,0.0,204.551,0.148,0.154235,0.0,0.0,0.0,0.0,Zn3H22C30N2O12,69
GIZJOP,5.3179,2.78115,5.29436,1.18697,0.0,0.0,0.0,336.952,754.442,635.604,0.0,0.0,0.0,117.016,0.0262,0.0220731,0.0,Zn16H96C96N64,272
GOGWAB,4.95936,4.07145,4.95936,1.0628,225.99,2080.27,1957.35,0.0,0.0,0.0,87.3428,0.0804,0.0756495,0.0,0.0,0.0,2.0,Zn2H4C16S4N8O8,42
GOMRAC,5.32693,3.3664,5.31891,1.77612,114.349,835.769,470.558,0.0,0.0,0.0,49.802,0.0364,0.0204941,0.0,0.0,0.0,0.0,Al12P12O48,72
GOMREG,5.3838,3.6396,5.37584,1.73424,127.865,912.518,526.179,0.0,0.0,0.0,58.2914,0.0416,0.0239875,0.0,0.0,0.0,0.0,Al12P12O48,72
GULPIN,4.24475,3.50387,4.19004,1.39734,132.752,607.519,434.77,0.0,0.0,0.0,16.17,0.0074,0.00529579,0.0,0.0,0.0,0.0,Zn4H44C78N8O16F12,162
GUQTOB,3.95311,3.16468,3.95311,2.71399,0.0,0.0,0.0,18.5022,351.531,129.526,0.0,0.0,0.0,2.31586,0.0044,0.00162123,0.0,Zn6P4C2O20,32
GUXLIU,3.7664,2.40014,3.56743,1.89462,0.0,0.0,0.0,3.71059,76.1568,40.1964,0.0,0.0,0.0,0.292338,0.0006,0.000316687,2.0,Al4P4H8C4O12F4,36
GUYLOC,6.83776,5.60205,6.83653,1.06721,428.401,1739.26,1629.73,0.0,0.0,0.0,269.465,0.1094,0.10251,0.0,0.0,0.0,0.0,Zn4H32C60S8N4O16,124
GUYLUI,4.74374,3.84472,4.72455,1.5356,94.0841,549.615,357.917,0.0,0.0,0.0,18.83,0.011,0.00716335,0.0,0.0,0.0,0.0,Zn4H32C60S8N4O16,124
GUYLUI01,4.78396,3.88146,4.64671,1.51729,91.1742,526.266,346.847,0.0,0.0,0.0,20.7897,0.012,0.00790885,0.0,0.0,0.0,0.0,Zn4H32C60S8N4O16,124
GUYMAP,7.04894,5.20916,7.04894,1.07662,407.882,1670.57,1551.67,0.0,0.0,0.0,296.896,0.1216,0.112946,0.0,0.0,0.0,0.0,Zn4H32C60S8N4O16,124
HABRIN,3.86703,2.43469,3.5403,1.47217,0.0,0.0,0.0,18.6009,76.1635,51.7356,0.0,0.0,0.0,3.41912,0.0014,0.000950977,2.0,Zn6B4H64C80N32O16,202
HAFQOW,7.39305,6.93116,7.36894,0.945179,253.195,1731.32,1831.74,0.0,0.0,0.0,238.962,0.1634,0.172877,0.0,0.0,0.0,0.0,Al4H20C32O20,76
HAFQUC,6.71368,5.31482,6.71368,0.922153,257.639,1718.79,1863.89,0.0,0.0,0.0,151.994,0.1014,0.10996,0.0,0.0,0.0,0.0,Al4H20C32O20,76
HAFVOB,5.59823,4.10574,5.59823,0.989877,1014.47,1645.42,1662.25,0.0,0.0,0.0,392.118,0.0636,0.0642504,0.0,0.0,0.0,0.0,Ca12P8H96C168O52,336
HAJLEK,5.8515,3.44987,5.65675,1.36069,73.8583,365.129,268.341,0.0,0.0,0.0,34.7922,0.0172,0.0126406,0.0,0.0,0.0,1.0,Fe3H84C66S6N30,189
HAJLIO,5.88281,3.51824,5.84321,1.36262,78.1089,386.69,283.784,0.0,0.0,0.0,37.1668,0.0184,0.0135034,0.0,0.0,0.0,0.0,Fe3H84C66S6N30,189
HAJLOU,5.88599,3.5289,5.88599,1.35798,79.0349,389.941,287.148,0.0,0.0,0.0,37.6993,0.0186,0.0136968,0.0,0.0,0.0,0.0,Fe3H84C66S6N30,189
HAJLUA,5.93834,3.59786,5.93834,1.34629,83.8986,410.374,304.819,0.0,0.0,0.0,39.2533,0.0192,0.0142614,0.0,0.0,0.0,0.0,Fe3H84C66S6N30,189
HAJMAH,5.95813,3.63496,5.95813,1.32826,83.0626,400.843,301.782,0.0,0.0,0.0,41.444,0.02,0.0150573,0.0,0.0,0.0,0.0,Fe3H84C66S6N30,189
HAJMEL,5.95786,3.62462,5.95786,1.33025,80.738,391.639,294.41,0.0,0.0,0.0,39.9939,0.0194,0.0145837,0.0,0.0,0.0,0.0,Fe3H78C66S6N30,183
HAKWUM,3.50559,2.63697,3.50084,2.2254,0.0,0.0,0.0,1.43209,52.808,23.7297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ga2P2H4C2O6F2,18
HAMJOW,5.97637,5.66826,5.96867,0.916107,549.701,2168.56,2367.14,0.0,0.0,0.0,271.738,0.1072,0.117017,0.0,0.0,0.0,0.0,Zn4H32C56N8O20,120
HAXJEX,3.71072,3.23507,3.71072,1.69059,0.0,0.0,0.0,15.8264,76.5665,45.2897,0.0,0.0,0.0,1.24021,0.0006,0.000354905,0.0,Zn8H44C84N8O26,170
HEBTEP,4.72105,3.05363,4.71798,1.2672,0.0,0.0,0.0,121.717,830.625,655.48,0.0,0.0,0.0,25.2044,0.0172,0.0135732,4.0,Zn4H24C48O16,92
HEBZAR,7.80014,3.25092,7.7995,1.7151,0.0,0.0,0.0,552.11,1068.85,623.2,0.0,0.0,0.0,325.425,0.063,0.0367326,0.0,Zn18H54C90Br18N72O36,288
HEBZEV,7.75474,3.70807,7.48522,1.46085,633.091,1228.11,840.686,0.0,0.0,0.0,364.973,0.0708,0.048465,0.0,0.0,0.0,0.0,Zn18H54C90N72Cl18O36,288
HEDCEA,4.7556,2.92557,4.72634,1.27525,0.0,0.0,0.0,197.517,474.386,371.993,0.0,0.0,0.0,40.8037,0.0098,0.00768474,0.0,Zn8H96C152N8O40,304
HEGJUZ,6.22529,4.73915,6.22421,1.09032,861.704,1318.27,1209.06,0.0,0.0,0.0,530.776,0.0812,0.0744737,0.0,0.0,0.0,0.0,Zn12H128C208N8O48,404
HELCUY,3.75849,2.60112,3.74903,1.93847,0.0,0.0,0.0,19.253,104.495,53.9061,0.0,0.0,0.0,2.57946,0.0014,0.00072222,4.0,Zn10H48C48N12O44,162
HELDEJ,5.22361,3.40377,5.03124,1.39267,98.7529,595.345,427.484,0.0,0.0,0.0,25.8765,0.0156,0.0112015,0.0,0.0,0.0,2.0,Zn3H46C48N18O20,135
HENYUV,4.33819,2.97954,4.33146,1.54934,0.0,0.0,0.0,40.3176,409.804,264.502,0.0,0.0,0.0,6.69002,0.0068,0.00438896,0.0,Zn4H8C28N4O16,60
HESVOR,4.41466,3.00485,4.41466,1.54432,0.0,0.0,0.0,41.1503,416.912,269.965,0.0,0.0,0.0,6.31697,0.0064,0.00414422,0.0,Zn4H8C28N4O16,60
HEZKIH,4.70607,3.39261,4.68614,1.27975,180.359,639.863,499.989,87.5012,310.429,242.57,36.0796,0.0128,0.0100019,11.8386,0.0042,0.00328188,4.0,Zn8H48C80O40,176
HICVOG,4.78823,4.34338,4.74662,1.25646,359.663,1210.37,963.319,0.0,0.0,0.0,117.078,0.0394,0.031358,0.0,0.0,0.0,0.0,Zn8H36C76N28O24,172
