,DDEC,EQeq,Qeq
0,1.607258,1.98800,2.5559
1,1.607368,1.96500,2.5559
2,1.607258,1.98800,2.5559
3,1.772427,2.00400,2.53738
4,1.772425,2.00400,2.53738
5,1.772425,2.00400,2.53738
6,1.772427,2.00400,2.53738
7,1.772427,2.00400,2.53738
8,1.772425,2.00400,2.53738
9,1.745658,1.97200,2.53738
10,1.74566,1.97200,2.53738
11,1.745663,1.97200,2.53738
12,1.631066,1.97400,2.79825
13,1.631066,1.87900,2.79825
14,1.631066,1.92700,2.79825
15,1.631066,1.92700,2.79825
16,1.667045,2.01700,2.79825
17,1.667045,1.92100,2.79825
18,1.667045,1.97000,2.79825
19,1.667045,1.97000,2.79825
20,1.576921,1.99700,2.54451
21,1.576234,1.99800,2.54451
22,1.577469,2.00000,2.54451
23,1.577408,2.00000,2.54451
24,1.42434,1.95700,2.49907
25,1.424373,1.94600,2.49907
26,1.424334,1.95500,2.49907
27,1.822371,1.97500,2.93417
28,1.822364,1.97100,2.93417
29,1.822387,2.04500,2.93417
30,1.822398,1.98000,2.93417
31,1.267082,1.85100,1.70879
32,1.267081,1.90700,1.70879
33,1.267082,1.90700,1.70879
34,1.267082,1.90800,1.70879
35,1.267081,1.88000,1.70879
36,1.267082,1.87900,1.70879
37,1.267082,1.93600,1.70879
38,1.267082,1.88000,1.70879
