,DDEC,EQeq,Qeq
0,0.714984,0.37500,0.0554556
1,-0.135565,-0.09000,0.0554556
2,-0.050725,-0.01900,0.0554556
3,-0.050725,-0.01700,0.0554556
4,-0.124387,-0.09200,0.0554556
5,-0.048153,-0.01500,0.0554556
6,-0.042527,-0.02100,0.0554556
7,0.731831,0.39100,0.0554556
8,0.672346,0.32400,0.0554556
9,-0.115867,-0.07300,0.0554556
10,-0.060891,-0.02800,0.0554556
11,-0.073365,-0.02000,0.0554556
12,0.714984,0.37500,0.0554556
13,-0.135565,-0.09100,0.0554556
14,-0.050725,-0.01900,0.0554556
15,-0.050725,-0.01700,0.0554556
16,-0.124387,-0.09200,0.0554556
17,-0.048153,-0.01500,0.0554556
18,-0.042527,-0.02100,0.0554556
19,0.731831,0.39100,0.0554556
20,0.672346,0.32200,0.0554556
21,-0.115867,-0.06400,0.0554556
22,-0.060891,-0.03700,0.0554556
23,-0.073365,-0.02000,0.0554556
24,0.714984,0.37500,0.0554556
25,-0.135565,-0.09000,0.0554556
26,-0.050725,-0.01900,0.0554556
27,-0.050725,-0.01700,0.0554556
28,-0.124387,-0.09200,0.0554556
29,-0.048153,-0.01500,0.0554556
30,-0.042527,-0.02100,0.0554556
31,0.731831,0.39100,0.0554556
32,0.672346,0.32400,0.0554556
33,-0.115867,-0.07300,0.0554556
34,-0.060891,-0.02800,0.0554556
35,-0.073365,-0.02000,0.0554556
36,0.714984,0.37500,0.0554556
37,-0.135565,-0.09100,0.0554556
38,-0.050725,-0.01900,0.0554556
39,-0.050725,-0.01700,0.0554556
40,-0.124387,-0.09200,0.0554556
41,-0.048153,-0.01500,0.0554556
42,-0.042527,-0.02100,0.0554556
43,0.731831,0.39100,0.0554556
44,0.672346,0.32200,0.0554556
45,-0.115867,-0.06400,0.0554556
46,-0.060891,-0.03700,0.0554556
47,-0.073365,-0.02000,0.0554556
48,0.714984,0.37500,0.0554556
49,-0.135565,-0.09000,0.0554556
50,-0.050725,-0.02000,0.0554556
51,-0.050726,-0.01700,0.0554556
52,-0.124387,-0.09200,0.0554556
53,-0.048152,-0.01400,0.0554556
54,-0.042528,-0.02200,0.0554556
55,0.731831,0.39100,0.0554556
56,0.672346,0.32400,0.0554556
57,-0.115867,-0.07600,0.0554556
58,-0.060891,-0.02100,0.0554556
59,-0.073365,-0.02300,0.0554556
60,0.714984,0.37600,0.0554556
61,-0.135565,-0.09900,0.0554556
62,-0.050725,-0.00900,0.0554556
63,-0.050726,-0.02500,0.0554556
64,-0.124387,-0.08400,0.0554556
65,-0.048152,-0.02600,0.0554556
66,-0.042528,-0.01400,0.0554556
67,0.731831,0.39500,0.0554556
68,0.672346,0.32300,0.0554556
69,-0.115867,-0.07000,0.0554556
70,-0.060891,-0.02500,0.0554556
71,-0.073365,-0.02700,0.0554556
72,0.714984,0.37500,0.0554556
73,-0.135565,-0.09000,0.0554556
74,-0.050725,-0.02000,0.0554556
75,-0.050726,-0.01700,0.0554556
76,-0.124387,-0.09200,0.0554556
77,-0.048152,-0.01400,0.0554556
78,-0.042528,-0.02200,0.0554556
79,0.731831,0.39100,0.0554556
80,0.672346,0.32400,0.0554556
81,-0.115867,-0.07600,0.0554556
82,-0.060891,-0.02100,0.0554556
83,-0.073365,-0.02300,0.0554556
84,0.714984,0.37600,0.0554556
85,-0.135565,-0.09900,0.0554556
86,-0.050725,-0.00900,0.0554556
87,-0.050726,-0.02500,0.0554556
88,-0.124387,-0.08400,0.0554556
89,-0.048152,-0.02600,0.0554556
90,-0.042528,-0.01400,0.0554556
91,0.731831,0.39500,0.0554556
92,0.672346,0.32300,0.0554556
93,-0.115867,-0.07000,0.0554556
94,-0.060891,-0.02500,0.0554556
95,-0.073365,-0.02700,0.0554556
96,0.6933,0.43200,0.0960593
97,-0.170413,-0.24800,0.0960593
98,0.016893,0.14500,0.0960593
99,-0.162896,-0.23100,0.0960593
100,0.681335,0.36700,0.0960593
101,0.012447,0.17600,0.0960593
