,DDEC,EQeq,Qeq
0,1.703666,2.08500,4.68911
1,1.739257,2.08500,4.68911
2,1.748256,2.07900,4.68911
3,1.703665,2.08500,4.68911
4,1.739257,2.08500,4.68911
5,1.748255,2.07700,4.68911
6,1.703665,2.08400,4.68911
7,1.739257,2.08400,4.68911
8,1.748255,2.07800,4.68911
9,1.703664,2.08400,4.68911
10,1.739257,2.08500,4.68911
11,1.748255,2.07700,4.68911
12,1.704056,2.07100,3.47587
13,1.466344,2.05500,3.47587
14,1.704276,2.07000,3.47587
15,1.465874,2.05400,3.47587
16,1.705097,2.07100,3.47587
17,1.466994,2.05500,3.47587
18,1.704056,2.07000,3.47587
19,1.466343,2.05400,3.47587
20,1.704276,2.06900,3.47587
21,1.465874,2.05300,3.47587
22,1.705097,2.07000,3.47587
23,1.466994,2.05400,3.47587
24,1.465544,2.06500,3.92024
25,1.465544,2.08000,3.92024
26,1.46553,2.09400,3.92024
27,1.46553,2.08000,3.92024
28,1.529004,1.99200,3.92024
29,1.529004,2.01200,3.92024
30,1.450265,1.96000,3.92024
31,1.450265,2.01300,3.92024
