,DDEC,EQeq,Qeq
0,0.477333,0.20100,0.0788144
1,0.106284,0.04000,0.0788144
2,0.113879,0.04600,0.0788144
3,0.110861,0.03900,0.0788144
4,0.110513,0.04800,0.0788144
5,0.08341,0.04900,0.0788144
6,0.095982,0.05300,0.0788144
7,0.477333,0.19900,0.0788144
8,0.106284,0.03900,0.0788144
9,0.113879,0.04500,0.0788144
10,0.110861,0.03900,0.0788144
11,0.110513,0.04800,0.0788144
12,0.08341,0.05000,0.0788144
13,0.095982,0.05300,0.0788144
14,0.477333,0.20100,0.0788144
15,0.106284,0.04000,0.0788144
16,0.113879,0.04600,0.0788144
17,0.110861,0.03900,0.0788144
18,0.110513,0.04800,0.0788144
19,0.08341,0.04900,0.0788144
20,0.095982,0.05300,0.0788144
21,0.477333,0.19900,0.0788144
22,0.106284,0.03900,0.0788144
23,0.113879,0.04500,0.0788144
24,0.110861,0.03900,0.0788144
25,0.110513,0.04800,0.0788144
26,0.08341,0.05000,0.0788144
27,0.095982,0.05300,0.0788144
28,0.477333,0.20000,0.0788144
29,0.106285,0.04000,0.0788144
30,0.113879,0.04500,0.0788144
31,0.110861,0.03900,0.0788144
32,0.110514,0.04800,0.0788144
33,0.08341,0.04700,0.0788144
34,0.095982,0.05400,0.0788144
35,0.477333,0.20100,0.0788144
36,0.106285,0.03600,0.0788144
37,0.113879,0.04800,0.0788144
38,0.110861,0.04200,0.0788144
39,0.110514,0.04500,0.0788144
40,0.08341,0.04800,0.0788144
41,0.095982,0.05400,0.0788144
42,0.477333,0.20000,0.0788144
43,0.106285,0.04000,0.0788144
44,0.113879,0.04500,0.0788144
45,0.110861,0.03900,0.0788144
46,0.110514,0.04800,0.0788144
47,0.08341,0.04700,0.0788144
48,0.095982,0.05400,0.0788144
49,0.477333,0.20100,0.0788144
50,0.106285,0.03600,0.0788144
51,0.113879,0.04800,0.0788144
52,0.110861,0.04200,0.0788144
53,0.110514,0.04500,0.0788144
54,0.08341,0.04800,0.0788144
55,0.095982,0.05400,0.0788144
56,0.095441,0.00200,0.0304087
57,0.10023,-0.00500,0.0304087
58,0.085787,0.01800,0.0304087
59,0.090923,-0.03200,0.0304087
60,0.087538,-0.04100,0.0304087
61,0.094339,-0.02800,0.0304087
62,0.091298,-0.05300,0.0304087
63,0.094174,0.06200,0.0304087
64,0.100268,0.06100,0.0304087
65,0.085642,0.05600,0.0304087
66,0.091207,-0.01700,0.0304087
67,0.087896,-0.03600,0.0304087
68,0.09384,-0.01100,0.0304087
69,0.090763,-0.05400,0.0304087
70,0.095109,0.03100,0.0304087
71,0.099594,0.04800,0.0304087
72,0.085805,0.02300,0.0304087
73,0.091212,-0.02800,0.0304087
74,0.087892,-0.03900,0.0304087
75,0.094334,-0.01500,0.0304087
76,0.091203,-0.04800,0.0304087
77,0.09458,0.04000,0.0304087
78,0.099851,0.02000,0.0304087
79,0.085902,0.01900,0.0304087
80,0.090382,-0.02700,0.0304087
81,0.08788,-0.03900,0.0304087
82,0.093824,-0.01600,0.0304087
83,0.091052,-0.04500,0.0304087
84,0.125133,0.21500,0.0935475
85,0.117544,0.19900,0.0935475
86,0.066359,-0.10500,0.0935475
87,0.05008,-0.12300,0.0935475
88,0.125444,0.21500,0.0935475
89,0.12596,0.22100,0.0935475
90,0.124485,0.22200,0.0935475
91,0.118792,0.20300,0.0935475
92,0.067075,-0.11000,0.0935475
93,0.050015,-0.12700,0.0935475
94,0.124931,0.21900,0.0935475
95,0.126046,0.22500,0.0935475
96,0.124627,0.21000,0.0935475
97,0.118324,0.18900,0.0935475
98,0.065619,-0.09000,0.0935475
99,0.051662,-0.11300,0.0935475
100,0.125872,0.20500,0.0935475
